,Falciparum_MSP_Variants_init,Falciparum_Nonspecific_Types_init,MSP1_Merozoite_Kill_Fraction_init,Max_Individual_Infections_init,Falciparum_PfEMP1_Variants_init,Antigen_Switch_Rate_init,Nonspecific_Antigenicity_Factor_init,Falciparum_MSP_Variants_optim,Falciparum_Nonspecific_Types_optim,MSP1_Merozoite_Kill_Fraction_optim,Max_Individual_Infections_optim,Falciparum_PfEMP1_Variants_optim,Antigen_Switch_Rate_optim,Nonspecific_Antigenicity_Factor_optim,loss,lr,stop_epoch,optimizer
42,452,155,0.14,6,3310,0.000005,0.19,452.0,155.0,0.9045463800430298,6.0,3010.0,0.5746279358863831,0.3623383641242981,0.30229514837265015,0.1,136,adamW
26,476,440,0.85,7,6117,0.00000019,0.00014,467.0,427.0,1.0,7.0,5491.0,0.9900000095367432,0.7775326371192932,0.302543044090271,0.1,125,adamW
43,398,204,0.25,9,4007,0.00086,0.0000000013,398.0,204.0,0.9932186603546143,9.0,3607.0,0.8460125923156738,0.43355876207351685,0.3029673993587494,0.1,142,adamW
95,113,100,0.61,10,9185,0.095,0.0043,113.0,100.0,1.0,10.0,8279.0,0.9900000095367432,0.4214332401752472,0.3031640648841858,0.1,134,adamW
87,229,248,1.,9,5052,0.0017,0.22,229.0,248.0,1.0,9.0,4558.0,0.9631063342094421,0.5801892876625061,0.30454131960868835,0.1,158,adamW
154,194,269,0.036,7,2405,0.16,0.000000063,194.0,269.0,0.4205978810787201,7.0,2204.0,0.9900000095367432,0.24269260466098785,0.3047431707382202,0.1,115,adamW
127,481,243,0.58,8,7388,0.37,0.10,478.0,243.0,1.0,8.0,6654.0,0.9900000095367432,0.8842521905899048,0.30483174324035645,0.1,133,adamW
47,69,160,0.47,10,9915,0.000042,0.000000017,69.0,160.0,0.8797077536582947,10.0,8918.0,0.6819875836372375,0.27125686407089233,0.30497199296951294,0.1,151,adamW
90,98,58,0.41,7,632,0.041,0.00054,98.0,58.0,0.9683858156204224,7.0,545.0,9.999999717180685e-10,0.13593019545078278,0.3057628571987152,0.1,142,adamW
171,287,64,0.62,10,7071,0.063,0.0000094,287.0,64.0,1.0,10.0,6320.0,0.9900000095367432,0.6950535178184509,0.3059415817260742,0.1,161,adamW
102,210,333,0.23,7,6445,0.000000011,0.0000012,210.0,333.0,0.9572292566299438,7.0,5789.0,0.9900000095367432,0.6983264684677124,0.3060823976993561,0.1,150,adamW
193,130,454,0.33,6,3706,0.000000012,0.0081,130.0,444.0,0.9983310699462891,6.0,3334.0,0.1595243513584137,0.49763765931129456,0.3061976134777069,0.1,121,adamW
96,346,106,0.90,7,8530,0.00000012,0.0000023,346.0,106.0,1.0,7.0,7687.0,0.9839745759963989,0.881256103515625,0.3063499629497528,0.1,132,adamW
70,478,193,0.37,8,5184,0.0025,0.00033,476.0,193.0,0.009999999776482582,8.0,4684.0,0.9900000095367432,0.7017363905906677,0.30700036883354187,0.1,137,adamW
173,59,42,0.053,9,5236,0.00048,0.00019,59.0,42.0,0.5137031078338623,9.0,4736.0,0.6834515929222107,0.4128098487854004,0.307674765586853,0.1,148,adamW
2,486,406,0.62,10,3847,0.014,0.0011,439.0,389.0,0.675098180770874,10.0,3463.0,0.9900000095367432,0.4298535883426666,0.30802541971206665,0.1,118,adamW
5,80,186,0.81,8,4939,0.019,0.0038,80.0,186.0,1.0,8.0,4456.0,0.9609555602073669,0.36110514402389526,0.30840086936950684,0.1,123,adamW
74,203,408,0.68,8,4481,0.0000000098,0.0033,203.0,408.0,0.9176616072654724,8.0,4072.0,0.9900000095367432,0.5524650812149048,0.30841171741485596,0.1,110,adamW
67,102,62,0.97,6,9544,0.071,0.0000000051,102.0,62.0,1.0,6.0,8596.0,0.9900000095367432,0.5854358673095703,0.30856943130493164,0.1,139,adamW
144,44,19,0.34,7,6020,0.22,0.28,44.0,19.0,0.30990350246429443,7.0,5398.0,0.23744411766529083,0.3957187831401825,0.30874937772750854,0.1,136,adamW
190,186,299,0.66,10,4102,0.40,0.000011,186.0,299.0,0.9519699811935425,10.0,3702.0,0.9900000095367432,0.4738546311855316,0.309225857257843,0.1,141,adamW
117,270,306,0.18,7,3585,0.21,0.0000000023,270.0,306.0,0.7476197481155396,7.0,3260.0,0.9900000095367432,0.4236840605735779,0.3095175325870514,0.1,121,adamW
69,203,493,0.46,8,5576,0.000070,0.33,203.0,417.0,1.0,8.0,4964.0,0.9900000095367432,0.5967003107070923,0.3100566565990448,0.1,194,adamW
114,460,368,0.96,9,4884,0.0000000017,0.59,458.0,368.0,0.9075168371200562,9.0,4401.0,0.9900000095367432,0.5321630835533142,0.3104574680328369,0.1,132,adamW
149,327,247,0.44,8,3040,0.0065,0.0018,327.0,247.0,0.879081130027771,8.0,2740.0,0.6560163497924805,0.3141886591911316,0.3104972839355469,0.1,136,adamW
